purchase,maintain,num_doors,num_passengers,trunks_size,safety_rating,overall
medium,medium,4,2,small,high,0
medium,medium,4,2,medium,low,0
medium,medium,4,2,medium,medium,0
medium,medium,4,2,medium,high,0
medium,medium,4,2,big,low,0
medium,medium,4,2,big,medium,0
medium,medium,4,2,big,high,0
medium,medium,4,4,small,low,0
medium,medium,4,4,small,medium,1
medium,medium,4,4,small,high,1
medium,medium,4,4,medium,low,0
medium,medium,4,4,medium,medium,1
medium,medium,4,4,medium,high,3
medium,medium,4,4,big,low,0
medium,medium,4,4,big,medium,1
medium,medium,4,4,big,high,3
medium,medium,4,more,small,low,0
medium,medium,4,more,small,medium,1
medium,medium,4,more,small,high,1
medium,medium,4,more,medium,low,0
medium,medium,4,more,medium,medium,1
medium,medium,4,more,medium,high,3
medium,medium,4,more,big,low,0
medium,medium,4,more,big,medium,1
medium,medium,4,more,big,high,3
medium,medium,5more,2,small,low,0
medium,medium,5more,2,small,medium,0
medium,medium,5more,2,small,high,0
medium,medium,5more,2,medium,low,0
medium,medium,5more,2,medium,medium,0
medium,medium,5more,2,medium,high,0
medium,medium,5more,2,big,low,0
medium,medium,5more,2,big,medium,0
medium,medium,5more,2,big,high,0
medium,medium,5more,4,small,low,0
medium,medium,5more,4,small,medium,1
medium,medium,5more,4,small,high,1
medium,medium,5more,4,medium,low,0
medium,medium,5more,4,medium,medium,1
medium,medium,5more,4,medium,high,3
medium,medium,5more,4,big,low,0
medium,medium,5more,4,big,medium,1
medium,medium,5more,4,big,high,3
medium,medium,5more,more,small,low,0
medium,medium,5more,more,small,medium,1
medium,medium,5more,more,small,high,1
medium,medium,5more,more,medium,low,0
medium,medium,5more,more,medium,medium,1
medium,medium,5more,more,medium,high,3
medium,medium,5more,more,big,low,0
medium,medium,5more,more,big,medium,1
medium,medium,5more,more,big,high,3
medium,low,2,2,small,low,0
medium,low,2,2,small,medium,0
medium,low,2,2,small,high,0
medium,low,2,2,medium,low,0
medium,low,2,2,medium,medium,0
medium,low,2,2,medium,high,0
medium,low,2,2,big,low,0
medium,low,2,2,big,medium,0
medium,low,2,2,big,high,0
medium,low,2,4,small,low,0
medium,low,2,4,small,medium,1
medium,low,2,4,small,high,2
medium,low,2,4,medium,low,0
medium,low,2,4,medium,medium,1
medium,low,2,4,medium,high,2
medium,low,2,4,big,low,0
medium,low,2,4,big,medium,2
medium,low,2,4,big,high,3
medium,low,2,more,small,low,0
medium,low,2,more,small,medium,0
medium,low,2,more,small,high,0
medium,low,2,more,medium,low,0
medium,low,2,more,medium,medium,1
medium,low,2,more,medium,high,2
medium,low,2,more,big,low,0
medium,low,2,more,big,medium,2
medium,low,2,more,big,high,3
medium,low,3,2,small,low,0
medium,low,3,2,small,medium,0
medium,low,3,2,small,high,0
medium,low,3,2,medium,low,0
medium,low,3,2,medium,medium,0
medium,low,3,2,medium,high,0
medium,low,3,2,big,low,0
medium,low,3,2,big,medium,0
medium,low,3,2,big,high,0
medium,low,3,4,small,low,0
medium,low,3,4,small,medium,1
medium,low,3,4,small,high,2
medium,low,3,4,medium,low,0
medium,low,3,4,medium,medium,1
medium,low,3,4,medium,high,2
medium,low,3,4,big,low,0
medium,low,3,4,big,medium,2
medium,low,3,4,big,high,3
medium,low,3,more,small,low,0
medium,low,3,more,small,medium,1
medium,low,3,more,small,high,2
medium,low,3,more,medium,low,0
medium,low,3,more,medium,medium,2
medium,low,3,more,medium,high,3
medium,low,3,more,big,low,0
medium,low,3,more,big,medium,2
medium,low,3,more,big,high,3
medium,low,4,2,small,low,0
medium,low,4,2,small,medium,0
medium,low,4,2,small,high,0
medium,low,4,2,medium,low,0
medium,low,4,2,medium,medium,0
medium,low,4,2,medium,high,0
medium,low,4,2,big,low,0
medium,low,4,2,big,medium,0
medium,low,4,2,big,high,0
medium,low,4,4,small,low,0
medium,low,4,4,small,medium,1
medium,low,4,4,small,high,2
medium,low,4,4,medium,low,0
medium,low,4,4,medium,medium,2
medium,low,4,4,medium,high,3
medium,low,4,4,big,low,0
medium,low,4,4,big,medium,2
medium,low,4,4,big,high,3
medium,low,4,more,small,low,0
medium,low,4,more,small,medium,1
medium,low,4,more,small,high,2
medium,low,4,more,medium,low,0
medium,low,4,more,medium,medium,2
medium,low,4,more,medium,high,3
medium,low,4,more,big,low,0
medium,low,4,more,big,medium,2
medium,low,4,more,big,high,3
medium,low,5more,2,small,low,0
medium,low,5more,2,small,medium,0
medium,low,5more,2,small,high,0
medium,low,5more,2,medium,low,0
medium,low,5more,2,medium,medium,0
medium,low,5more,2,medium,high,0
medium,low,5more,2,big,low,0
medium,low,5more,2,big,medium,0
medium,low,5more,2,big,high,0
medium,low,5more,4,small,low,0
medium,low,5more,4,small,medium,1
medium,low,5more,4,small,high,2
medium,low,5more,4,medium,low,0
medium,low,5more,4,medium,medium,2
medium,low,5more,4,medium,high,3
medium,low,5more,4,big,low,0
medium,low,5more,4,big,medium,2
medium,low,5more,4,big,high,3
medium,low,5more,more,small,low,0
medium,low,5more,more,small,medium,1
medium,low,5more,more,small,high,2
medium,low,5more,more,medium,low,0
medium,low,5more,more,medium,medium,2
medium,low,5more,more,medium,high,3
medium,low,5more,more,big,low,0
medium,low,5more,more,big,medium,2
medium,low,5more,more,big,high,3
low,vhigh,2,2,small,low,0
low,vhigh,2,2,small,medium,0
low,vhigh,2,2,small,high,0
low,vhigh,2,2,medium,low,0
low,vhigh,2,2,medium,medium,0
low,vhigh,2,2,medium,high,0
low,vhigh,2,2,big,low,0
low,vhigh,2,2,big,medium,0
low,vhigh,2,2,big,high,0
low,vhigh,2,4,small,low,0
low,vhigh,2,4,small,medium,0
low,vhigh,2,4,small,high,1
low,vhigh,2,4,medium,low,0
low,vhigh,2,4,medium,medium,0
low,vhigh,2,4,medium,high,1
low,vhigh,2,4,big,low,0
low,vhigh,2,4,big,medium,1
low,vhigh,2,4,big,high,1
low,vhigh,2,more,small,low,0
low,vhigh,2,more,small,medium,0
low,vhigh,2,more,small,high,0
low,vhigh,2,more,medium,low,0
low,vhigh,2,more,medium,medium,0
low,vhigh,2,more,medium,high,1
low,vhigh,2,more,big,low,0
low,vhigh,2,more,big,medium,1
low,vhigh,2,more,big,high,1
low,vhigh,3,2,small,low,0
low,vhigh,3,2,small,medium,0
low,vhigh,3,2,small,high,0
low,vhigh,3,2,medium,low,0
low,vhigh,3,2,medium,medium,0
low,vhigh,3,2,medium,high,0
low,vhigh,3,2,big,low,0
low,vhigh,3,2,big,medium,0
low,vhigh,3,2,big,high,0
low,vhigh,3,4,small,low,0
low,vhigh,3,4,small,medium,0
low,vhigh,3,4,small,high,1
low,vhigh,3,4,medium,low,0
low,vhigh,3,4,medium,medium,0
low,vhigh,3,4,medium,high,1
low,vhigh,3,4,big,low,0
low,vhigh,3,4,big,medium,1
low,vhigh,3,4,big,high,1
low,vhigh,3,more,small,low,0
low,vhigh,3,more,small,medium,0
low,vhigh,3,more,small,high,1
low,vhigh,3,more,medium,low,0
low,vhigh,3,more,medium,medium,1
low,vhigh,3,more,medium,high,1
low,vhigh,3,more,big,low,0
low,vhigh,3,more,big,medium,1
low,vhigh,3,more,big,high,1
low,vhigh,4,2,small,low,0
low,vhigh,4,2,small,medium,0
low,vhigh,4,2,small,high,0
low,vhigh,4,2,medium,low,0
low,vhigh,4,2,medium,medium,0
low,vhigh,4,2,medium,high,0
low,vhigh,4,2,big,low,0
low,vhigh,4,2,big,medium,0
low,vhigh,4,2,big,high,0
low,vhigh,4,4,small,low,0
low,vhigh,4,4,small,medium,0
low,vhigh,4,4,small,high,1
low,vhigh,4,4,medium,low,0
low,vhigh,4,4,medium,medium,1
low,vhigh,4,4,medium,high,1
low,vhigh,4,4,big,low,0
low,vhigh,4,4,big,medium,1
low,vhigh,4,4,big,high,1
low,vhigh,4,more,small,low,0
low,vhigh,4,more,small,medium,0
low,vhigh,4,more,small,high,1
low,vhigh,4,more,medium,low,0
low,vhigh,4,more,medium,medium,1
low,vhigh,4,more,medium,high,1
low,vhigh,4,more,big,low,0
low,vhigh,4,more,big,medium,1
low,vhigh,4,more,big,high,1
low,vhigh,5more,2,small,low,0
low,vhigh,5more,2,small,medium,0
low,vhigh,5more,2,small,high,0
low,vhigh,5more,2,medium,low,0
low,vhigh,5more,2,medium,medium,0
low,vhigh,5more,2,medium,high,0
low,vhigh,5more,2,big,low,0
low,vhigh,5more,2,big,medium,0
low,vhigh,5more,2,big,high,0
low,vhigh,5more,4,small,low,0
low,vhigh,5more,4,small,medium,0
low,vhigh,5more,4,small,high,1
low,vhigh,5more,4,medium,low,0
low,vhigh,5more,4,medium,medium,1
low,vhigh,5more,4,medium,high,1
low,vhigh,5more,4,big,low,0
low,vhigh,5more,4,big,medium,1
low,vhigh,5more,4,big,high,1
low,vhigh,5more,more,small,low,0
low,vhigh,5more,more,small,medium,0
low,vhigh,5more,more,small,high,1
low,vhigh,5more,more,medium,low,0
low,vhigh,5more,more,medium,medium,1
low,vhigh,5more,more,medium,high,1
low,vhigh,5more,more,big,low,0
low,vhigh,5more,more,big,medium,1
low,vhigh,5more,more,big,high,1
low,high,2,2,small,low,0
low,high,2,2,small,medium,0
low,high,2,2,small,high,0
low,high,2,2,medium,low,0
low,high,2,2,medium,medium,0
low,high,2,2,medium,high,0
low,high,2,2,big,low,0
low,high,2,2,big,medium,0
low,high,2,2,big,high,0
low,high,2,4,small,low,0
low,high,2,4,small,medium,1
low,high,2,4,small,high,1
low,high,2,4,medium,low,0
low,high,2,4,medium,medium,1
low,high,2,4,medium,high,1
low,high,2,4,big,low,0
low,high,2,4,big,medium,1
low,high,2,4,big,high,3
low,high,2,more,small,low,0
low,high,2,more,small,medium,0
low,high,2,more,small,high,0
low,high,2,more,medium,low,0
low,high,2,more,medium,medium,1
low,high,2,more,medium,high,1
low,high,2,more,big,low,0
low,high,2,more,big,medium,1
low,high,2,more,big,high,3
low,high,3,2,small,low,0
low,high,3,2,small,medium,0
low,high,3,2,small,high,0
low,high,3,2,medium,low,0
low,high,3,2,medium,medium,0
low,high,3,2,medium,high,0
low,high,3,2,big,low,0
low,high,3,2,big,medium,0
low,high,3,2,big,high,0
low,high,3,4,small,low,0
low,high,3,4,small,medium,1
low,high,3,4,small,high,1
low,high,3,4,medium,low,0
low,high,3,4,medium,medium,1
low,high,3,4,medium,high,1
low,high,3,4,big,low,0
low,high,3,4,big,medium,1
low,high,3,4,big,high,3
low,high,3,more,small,low,0
low,high,3,more,small,medium,1
low,high,3,more,small,high,1
low,high,3,more,medium,low,0
low,high,3,more,medium,medium,1
low,high,3,more,medium,high,3
low,high,3,more,big,low,0
low,high,3,more,big,medium,1
low,high,3,more,big,high,3
low,high,4,2,small,low,0
low,high,4,2,small,medium,0
low,high,4,2,small,high,0
low,high,4,2,medium,low,0
low,high,4,2,medium,medium,0
low,high,4,2,medium,high,0
low,high,4,2,big,low,0
low,high,4,2,big,medium,0
low,high,4,2,big,high,0
low,high,4,4,small,low,0
low,high,4,4,small,medium,1
low,high,4,4,small,high,1
low,high,4,4,medium,low,0
low,high,4,4,medium,medium,1
low,high,4,4,medium,high,3
low,high,4,4,big,low,0
low,high,4,4,big,medium,1
low,high,4,4,big,high,3
low,high,4,more,small,low,0
low,high,4,more,small,medium,1
low,high,4,more,small,high,1
low,high,4,more,medium,low,0
low,high,4,more,medium,medium,1
low,high,4,more,medium,high,3
low,high,4,more,big,low,0
low,high,4,more,big,medium,1
low,high,4,more,big,high,3
low,high,5more,2,small,low,0
low,high,5more,2,small,medium,0
low,high,5more,2,small,high,0
low,high,5more,2,medium,low,0
low,high,5more,2,medium,medium,0
low,high,5more,2,medium,high,0
low,high,5more,2,big,low,0
low,high,5more,2,big,medium,0
low,high,5more,2,big,high,0
low,high,5more,4,small,low,0
low,high,5more,4,small,medium,1
low,high,5more,4,small,high,1
low,high,5more,4,medium,low,0
low,high,5more,4,medium,medium,1
low,high,5more,4,medium,high,3
low,high,5more,4,big,low,0
low,high,5more,4,big,medium,1
low,high,5more,4,big,high,3
low,high,5more,more,small,low,0
low,high,5more,more,small,medium,1
low,high,5more,more,small,high,1
low,high,5more,more,medium,low,0
low,high,5more,more,medium,medium,1
low,high,5more,more,medium,high,3
low,high,5more,more,big,low,0
low,high,5more,more,big,medium,1
low,high,5more,more,big,high,3
low,medium,2,2,small,low,0
low,medium,2,2,small,medium,0
low,medium,2,2,small,high,0
low,medium,2,2,medium,low,0
low,medium,2,2,medium,medium,0
low,medium,2,2,medium,high,0
low,medium,2,2,big,low,0
low,medium,2,2,big,medium,0
low,medium,2,2,big,high,0
low,medium,2,4,small,low,0
low,medium,2,4,small,medium,1
low,medium,2,4,small,high,2
low,medium,2,4,medium,low,0
low,medium,2,4,medium,medium,1
low,medium,2,4,medium,high,2
low,medium,2,4,big,low,0
low,medium,2,4,big,medium,2
low,medium,2,4,big,high,3
low,medium,2,more,small,low,0
low,medium,2,more,small,medium,0
low,medium,2,more,small,high,0
low,medium,2,more,medium,low,0
low,medium,2,more,medium,medium,1
low,medium,2,more,medium,high,2
low,medium,2,more,big,low,0
low,medium,2,more,big,medium,2
low,medium,2,more,big,high,3
low,medium,3,2,small,low,0
low,medium,3,2,small,medium,0
low,medium,3,2,small,high,0
low,medium,3,2,medium,low,0
low,medium,3,2,medium,medium,0
low,medium,3,2,medium,high,0
low,medium,3,2,big,low,0
low,medium,3,2,big,medium,0
low,medium,3,2,big,high,0
low,medium,3,4,small,low,0
low,medium,3,4,small,medium,1
low,medium,3,4,small,high,2
low,medium,3,4,medium,low,0
low,medium,3,4,medium,medium,1
low,medium,3,4,medium,high,2
low,medium,3,4,big,low,0
low,medium,3,4,big,medium,2
low,medium,3,4,big,high,3
low,medium,3,more,small,low,0
low,medium,3,more,small,medium,1
low,medium,3,more,small,high,2
low,medium,3,more,medium,low,0
low,medium,3,more,medium,medium,2
low,medium,3,more,medium,high,3
low,medium,3,more,big,low,0
low,medium,3,more,big,medium,2
low,medium,3,more,big,high,3
low,medium,4,2,small,low,0
low,medium,4,2,small,medium,0
low,medium,4,2,small,high,0
low,medium,4,2,medium,low,0
low,medium,4,2,medium,medium,0
low,medium,4,2,medium,high,0
low,medium,4,2,big,low,0
low,medium,4,2,big,medium,0
low,medium,4,2,big,high,0
low,medium,4,4,small,low,0
low,medium,4,4,small,medium,1
low,medium,4,4,small,high,2
low,medium,4,4,medium,low,0
low,medium,4,4,medium,medium,2
low,medium,4,4,medium,high,3
low,medium,4,4,big,low,0
low,medium,4,4,big,medium,2
low,medium,4,4,big,high,3
low,medium,4,more,small,low,0
low,medium,4,more,small,medium,1
low,medium,4,more,small,high,2
low,medium,4,more,medium,low,0
low,medium,4,more,medium,medium,2
low,medium,4,more,medium,high,3
low,medium,4,more,big,low,0
low,medium,4,more,big,medium,2
low,medium,4,more,big,high,3
low,medium,5more,2,small,low,0
low,medium,5more,2,small,medium,0
low,medium,5more,2,small,high,0
low,medium,5more,2,medium,low,0
low,medium,5more,2,medium,medium,0
low,medium,5more,2,medium,high,0
low,medium,5more,2,big,low,0
low,medium,5more,2,big,medium,0
low,medium,5more,2,big,high,0
low,medium,5more,4,small,low,0
low,medium,5more,4,small,medium,1
low,medium,5more,4,small,high,2
low,medium,5more,4,medium,low,0
low,medium,5more,4,medium,medium,2
low,medium,5more,4,medium,high,3
low,medium,5more,4,big,low,0
low,medium,5more,4,big,medium,2
low,medium,5more,4,big,high,3
low,medium,5more,more,small,low,0
low,medium,5more,more,small,medium,1
low,medium,5more,more,small,high,2
low,medium,5more,more,medium,low,0
low,medium,5more,more,medium,medium,2
low,medium,5more,more,medium,high,3
low,medium,5more,more,big,low,0
low,medium,5more,more,big,medium,2
low,medium,5more,more,big,high,3
low,low,2,2,small,low,0
low,low,2,2,small,medium,0
low,low,2,2,small,high,0
low,low,2,2,medium,low,0
low,low,2,2,medium,medium,0
low,low,2,2,medium,high,0
low,low,2,2,big,low,0
low,low,2,2,big,medium,0
low,low,2,2,big,high,0
low,low,2,4,small,low,0
low,low,2,4,small,medium,1
low,low,2,4,small,high,2
low,low,2,4,medium,low,0
low,low,2,4,medium,medium,1
low,low,2,4,medium,high,2
low,low,2,4,big,low,0
low,low,2,4,big,medium,2
low,low,2,4,big,high,3
low,low,2,more,small,low,0
low,low,2,more,small,medium,0
low,low,2,more,small,high,0
low,low,2,more,medium,low,0
low,low,2,more,medium,medium,1
low,low,2,more,medium,high,2
low,low,2,more,big,low,0
low,low,2,more,big,medium,2
low,low,2,more,big,high,3
low,low,3,2,small,low,0
low,low,3,2,small,medium,0
low,low,3,2,small,high,0
low,low,3,2,medium,low,0
low,low,3,2,medium,medium,0
low,low,3,2,medium,high,0
low,low,3,2,big,low,0
low,low,3,2,big,medium,0
low,low,3,2,big,high,0
low,low,3,4,small,low,0
low,low,3,4,small,medium,1
low,low,3,4,small,high,2
low,low,3,4,medium,low,0
low,low,3,4,medium,medium,1
low,low,3,4,medium,high,2
low,low,3,4,big,low,0
low,low,3,4,big,medium,2
low,low,3,4,big,high,3
low,low,3,more,small,low,0
low,low,3,more,small,medium,1
low,low,3,more,small,high,2
low,low,3,more,medium,low,0
low,low,3,more,medium,medium,2
low,low,3,more,medium,high,3
low,low,3,more,big,low,0
low,low,3,more,big,medium,2
low,low,3,more,big,high,3
low,low,4,2,small,low,0
low,low,4,2,small,medium,0
low,low,4,2,small,high,0
low,low,4,2,medium,low,0
low,low,4,2,medium,medium,0
low,low,4,2,medium,high,0
low,low,4,2,big,low,0
low,low,4,2,big,medium,0
low,low,4,2,big,high,0
low,low,4,4,small,low,0
low,low,4,4,small,medium,1
low,low,4,4,small,high,2
low,low,4,4,medium,low,0
low,low,4,4,medium,medium,2
low,low,4,4,medium,high,3
low,low,4,4,big,low,0
low,low,4,4,big,medium,2
low,low,4,4,big,high,3
low,low,4,more,small,low,0
low,low,4,more,small,medium,1
low,low,4,more,small,high,2
low,low,4,more,medium,low,0
low,low,4,more,medium,medium,2
low,low,4,more,medium,high,3
low,low,4,more,big,low,0
low,low,4,more,big,medium,2
low,low,4,more,big,high,3
low,low,5more,2,small,low,0
low,low,5more,2,small,medium,0
low,low,5more,2,small,high,0
low,low,5more,2,medium,low,0
low,low,5more,2,medium,medium,0
low,low,5more,2,medium,high,0
low,low,5more,2,big,low,0
low,low,5more,2,big,medium,0
low,low,5more,2,big,high,0
low,low,5more,4,small,low,0
low,low,5more,4,small,medium,1
low,low,5more,4,small,high,2
low,low,5more,4,medium,low,0
low,low,5more,4,medium,medium,2
low,low,5more,4,medium,high,3
low,low,5more,4,big,low,0
low,low,5more,4,big,medium,2
low,low,5more,4,big,high,3
low,low,5more,more,small,low,0
low,low,5more,more,small,medium,1
low,low,5more,more,small,high,2
low,low,5more,more,medium,low,0
low,low,5more,more,medium,medium,2
low,low,5more,more,medium,high,3
low,low,5more,more,big,low,0
low,low,5more,more,big,medium,2
low,low,5more,more,big,high,3